"T0_Act1","T0_Act12","T0_Act13","T0_Act14","T0_Act19","T0_Act2","T0_Act3","T0_Act4","T0_Act5","T0_Act6","T0_Act7","T0_Act9","T1_Act1","T1_Act12","T1_Act13","T1_Act14","T1_Act19","T1_Act2","T1_Act3","T1_Act4","T1_Act5","T1_Act6","T1_Act7","T1_Act9","T2_Act1","T2_Act12","T2_Act13","T2_Act14","T2_Act19","T2_Act2","T2_Act3","T2_Act4","T2_Act5","T2_Act6","T2_Act7","T2_Act9","T3_Act1","T3_Act12","T3_Act13","T3_Act14","T3_Act19","T3_Act2","T3_Act3","T3_Act4","T3_Act5","T3_Act6","T3_Act7","T3_Act9","T4_Act1","T4_Act12","T4_Act13","T4_Act14","T4_Act19","T4_Act2","T4_Act3","T4_Act4","T4_Act5","T4_Act6","T4_Act7","T4_Act9","T5_Act1","T5_Act12","T5_Act13","T5_Act14","T5_Act19","T5_Act2","T5_Act3","T5_Act4","T5_Act5","T5_Act6","T5_Act7","T5_Act9","T6_Act1","T6_Act12","T6_Act13","T6_Act14","T6_Act19","T6_Act2","T6_Act3","T6_Act4","T6_Act5","T6_Act6","T6_Act7","T6_Act9","T7_Act1","T7_Act12","T7_Act13","T7_Act14","T7_Act19","T7_Act2","T7_Act3","T7_Act4","T7_Act5","T7_Act6","T7_Act7","T7_Act9","T8_Act1","T8_Act12","T8_Act13","T8_Act14","T8_Act19","T8_Act2","T8_Act3","T8_Act4","T8_Act5","T8_Act6","T8_Act7","T8_Act9","T9_Act1","T9_Act12","T9_Act13","T9_Act14","T9_Act19","T9_Act2","T9_Act3","T9_Act4","T9_Act5","T9_Act6","T9_Act7","T9_Act9","id","final_result"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_58089",0
16.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,8.0,2.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,0.0,2.0,2.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_62631",0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,14.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,24.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_70608",1
7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_71433",0
30.0,0.0,1.0,0.0,0.0,4.0,14.0,60.0,2.0,18.0,7.0,0.0,615.0,0.0,0.0,1.0,0.0,0.0,66.0,138.0,1.0,29.0,6.0,0.0,601.0,0.0,0.0,1.0,0.0,0.0,56.0,111.0,18.0,15.0,13.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,16.0,51.0,14.0,7.0,1.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,16.0,69.0,15.0,11.0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,19.0,58.0,17.0,5.0,4.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,17.0,51.0,13.0,7.0,2.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,15.0,45.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_74695",1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,2.0,0.0,1.0,9.0,17.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,15.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_74734",1
0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,5.0,2.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,7.0,10.0,16.0,4.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,27.0,4.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,14.0,46.0,23.0,8.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,10.0,48.0,23.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_75399",1
0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,5.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,1.0,7.0,29.0,0.0,2.0,4.0,0.0,145.0,0.0,0.0,2.0,0.0,0.0,2.0,34.0,20.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_78645",0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,15.0,35.0,0.0,5.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,16.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,16.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,13.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_82535",1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,24.0,41.0,0.0,11.0,8.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,15.0,36.0,20.0,17.0,1.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,22.0,59.0,13.0,24.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,17.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,12.0,17.0,4.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,29.0,26.0,14.0,9.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_82741",1
4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,1.0,0.0,0.0,14.0,33.0,0.0,9.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,29.0,12.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,42.0,35.0,15.0,8.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,38.0,19.0,0.0,22.0,4.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,17.0,2.0,11.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,12.0,6.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,59.0,12.0,14.0,48.0,3.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,27.0,25.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_83254",1
5.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,1.0,8.0,4.0,0.0,59.0,0.0,2.0,0.0,0.0,0.0,59.0,87.0,14.0,28.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,14.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,18.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,15.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_84245",1
14.0,0.0,1.0,0.0,0.0,4.0,5.0,21.0,0.0,4.0,4.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,2.0,6.0,6.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,12.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,16.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,13.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,43.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_84664",1
0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,37.0,64.0,3.0,14.0,15.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,14.0,29.0,24.0,5.0,3.0,0.0,107.0,0.0,0.0,3.0,0.0,0.0,60.0,52.0,14.0,18.0,9.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,21.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,6.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,29.0,27.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_87732",1
